seed,step,queries,loss,maxq0,mean_q,eps,sec
0,298000,15.833,14.99777,-220.837,-227.322,0.05,1260.6
1,0,24.167,9.43342,0.074,0.007,1.0,0.0
1,2000,23.833,0.75709,-19.574,-20.053,0.9683,10.5
1,4000,22.167,1.0607,-38.272,-38.579,0.9367,16.8
1,6000,24.083,1.83517,-57.113,-57.517,0.905,23.2
1,8000,23.583,2.60136,-75.787,-76.257,0.8733,29.7
1,10000,23.083,3.444,-93.571,-94.101,0.8417,36.2
1,12000,22.667,4.39213,-111.055,-111.65,0.81,42.8
1,14000,23.5,5.26409,-128.948,-129.327,0.7783,49.4
1,16000,23.417,6.22888,-146.018,-146.647,0.7467,56.2
1,18000,21.917,7.36792,-162.916,-163.672,0.715,63.0
1,20000,21.25,8.41639,-179.565,-180.184,0.6833,69.8
1,22000,21.083,9.37846,-196.031,-197.329,0.6517,76.7
1,24000,20.583,10.63307,-212.091,-213.204,0.62,83.7
1,26000,21.833,11.7605,-227.43,-229.177,0.5883,90.7
1,28000,21.333,13.09447,-243.522,-244.807,0.5567,97.8
1,30000,22.167,14.60609,-257.718,-259.425,0.525,105.0
1,32000,20.417,16.26824,-272.822,-274.59,0.4933,112.2
1,34000,23.25,17.90712,-287.754,-289.25,0.4617,119.5
1,36000,19.5,19.26514,-301.34,-303.745,0.43,126.8
1,38000,20.083,20.57204,-315.401,-317.085,0.3983,134.3
1,40000,19.917,22.20125,-327.771,-330.295,0.3667,141.8
1,42000,18.25,23.71713,-340.853,-342.889,0.335,149.3
1,44000,17.083,25.31211,-352.572,-354.869,0.3033,156.9
1,46000,18.667,26.90701,-364.209,-366.468,0.2717,164.6
1,48000,17.833,29.0289,-377.016,-379.604,0.24,172.4
1,50000,18.0,30.61663,-389.812,-392.174,0.2083,180.2
1,52000,18.25,32.19103,-400.115,-402.881,0.1767,188.1
1,54000,18.0,33.62249,-411.956,-414.869,0.145,196.0
1,56000,17.5,34.33754,-421.054,-424.188,0.1133,204.0
1,58000,17.25,35.44431,-429.303,-433.729,0.0817,212.1
1,60000,15.917,36.67844,-440.407,-443.525,0.05,220.3
1,62000,16.5,38.17961,-448.534,-452.121,0.05,228.4
1,64000,17.167,40.05371,-457.083,-459.833,0.05,236.6
